,date,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
753,43753.44267361111,Red,Support,Koala,J Team,Nautilus,Qiyana,Pantheon,Xayah,Olaf,Jarvan IV,44.68333333333333,1,2,2,9,16,5,0,0,0,0,1,0,0,4.098366666666667,0.04475941812756434,0.0,0.4699738903394256,0,8.175916666666666,6,0,0,0,0,0,0,0,0,0,0,,0,14.39645,0,0,11,4,1.0,23.699683333333333,3,0,3643,81.52928011935846,0.03839020380635235,0.11009092046544604,86,1.9246549794852668,0.4321608040201005,11,0.2461767997016039,26,26, , ,12080,141.77903767251027,11650,0.19036427732079905,73,4,0,0,1.7232375979112273,2493,2192,301,3426,3115,311,2520,2192,328,14,18,-4,22,23,-1
756,43753.4894212963,Blue,Top,Licorice,Cloud9,Fiora,Jayce,Ezreal,Yasuo,Kennen,Akali,43.46666666666667,0,3,7,2,8,19,0,0,0,0,0,0,0,12.936066666666667,0.06901840490797545,0.046012269938650305,0.6211656441717791,0,8.7532,2,4,0,0,0,0,0,0,0,0,1,,1,17.417283333333334,1,1,7,11,1.0,24.98506666666667,1,2,29531,679.3941717791411,0.24278773030345382,0.2717715421956262,25,0.5751533742331288,0.13020833333333334,12,0.2760736196319018,10,11, , ,20029,332.04938650306747,19423,0.013737331847282342,405,31,14,9,10.030674846625766,3349,2932,417,5247,4865,382,4743,4493,250,91,67,24,136,109,27
757,43753.4894212963,Blue,Jungle,Blaber,Cloud9,Elise,Jayce,Ezreal,Yasuo,Kennen,Akali,43.46666666666667,0,3,6,3,8,19,0,0,0,0,0,0,1,12.936066666666667,0.06901840490797545,0.09202453987730061,0.6211656441717791,0,8.7532,2,4,2,3,0,1,1,0,0,1,1,,1,17.417283333333334,1,1,7,11,1.0,24.98506666666667,1,2,22124,508.9877300613497,0.18189142749089474,0.17498653671616385,45,1.0352760736196318,0.234375,18,0.41411042944785276,14,15, , ,14889,213.7978527607362,14200,-0.011204481792717087,64,178,110,8,5.567484662576687,3255,3042,213,5078,4776,302,3620,3182,438,63,60,3,85,82,3
758,43753.4894212963,Blue,Middle,Nisqy,Cloud9,Zoe,Jayce,Ezreal,Yasuo,Kennen,Akali,43.46666666666667,0,0,1,3,8,19,0,0,0,0,0,0,0,12.936066666666667,0.0,0.06901840490797545,0.6211656441717791,0,8.7532,2,4,0,0,0,0,0,0,0,0,1,,1,17.417283333333334,1,1,7,11,1.0,24.98506666666667,1,2,27977,643.6426380368098,0.23001159224881407,0.17139005110398928,24,0.5521472392638036,0.125,8,0.18404907975460122,9,9, , ,14698,209.40368098159507,14740,-0.019815281276238456,314,25,19,2,7.799079754601227,3339,3396,-57,5134,5239,-105,4888,5027,-139,91,95,-4,135,139,-4
759,43753.4894212963,Blue,ADC,Sneaky,Cloud9,Sona,Jayce,Ezreal,Yasuo,Kennen,Akali,43.46666666666667,0,1,3,5,8,19,0,0,0,0,0,0,0,12.936066666666667,0.023006134969325152,0.18404907975460122,0.6211656441717791,0,8.7532,2,4,0,0,0,0,0,0,0,0,1,,1,17.417283333333334,1,1,7,11,1.0,24.98506666666667,1,2,34493,793.5506134969324,0.2835825803852573,0.24190753077725513,31,0.7131901840490797,0.16145833333333334,24,0.5521472392638036,3,4, , ,18443,295.5616564417178,18350,0.11375089992800576,252,5,5,0,5.912576687116564,2995,3378,-383,5272,5242,30,2899,3268,-369,32,91,-59,69,146,-77
760,43753.4894212963,Blue,Support,Zeyzal,Cloud9,Tahm Kench,Jayce,Ezreal,Yasuo,Kennen,Akali,43.46666666666667,0,1,2,4,8,19,0,0,0,0,0,0,0,12.936066666666667,0.023006134969325152,0.046012269938650305,0.6211656441717791,0,8.7532,2,4,0,0,0,0,0,0,0,0,1,,1,17.417283333333334,1,1,7,11,1.0,24.98506666666667,1,2,7508,172.73006134969324,0.06172666957158008,0.1399443392069655,67,1.5414110429447851,0.3489583333333333,8,0.18404907975460122,17,17, , ,13028,170.98343558282207,11675,-0.10739614994934144,177,0,0,0,4.072085889570552,3072,2633,439,4323,4343,-20,3304,3246,58,69,18,51,85,35,50
761,43753.4894212963,Red,Top,Sword,Griffin,Gangplank,Pantheon,Kayle,Renekton,Twisted Fate,Tristana,43.46666666666667,1,2,3,13,19,8,0,0,0,0,0,1,0,12.936066666666667,0.046012269938650305,0.06901840490797545,0.6211656441717791,0,8.7532,4,2,0,0,0,0,0,0,0,0,0,,0,17.417283333333334,0,0,11,7,0.0,24.98506666666667,2,1,30930,711.5797546012269,0.2272460105210568,0.26287160710236984,21,0.4831288343558282,0.11666666666666667,5,0.11503067484662576,5,5, , ,21132,357.4251533742331,19158,-0.013737331847282342,376,16,9,6,9.018404907975459,2932,3349,-417,4865,5247,-382,4493,4743,-250,67,91,-24,109,136,-27
762,43753.4894212963,Red,Jungle,Tarzan,Griffin,Lee Sin,Pantheon,Kayle,Renekton,Twisted Fate,Tristana,43.46666666666667,1,4,3,10,19,8,0,0,0,0,1,0,0,12.936066666666667,0.09202453987730061,0.06901840490797545,0.6211656441717791,1,8.7532,4,2,3,2,0,1,2,0,1,0,0,,0,17.417283333333334,0,0,11,7,0.0,24.98506666666667,2,1,19188,441.441717791411,0.14097628353954214,0.16928668356417953,26,0.598159509202454,0.14444444444444443,19,0.4371165644171779,11,13, , ,15601,230.17822085889568,14360,0.011204481792717087,84,173,108,16,5.912576687116564,3042,3255,-213,4776,5078,-302,3182,3620,-438,60,63,-3,82,85,-3
763,43753.4894212963,Red,Middle,Chovy,Griffin,LeBlanc,Pantheon,Kayle,Renekton,Twisted Fate,Tristana,43.46666666666667,1,3,2,9,19,8,0,0,0,0,0,0,0,12.936066666666667,0.06901840490797545,0.0,0.6211656441717791,0,8.7532,4,2,0,0,0,0,0,0,0,0,0,,0,17.417283333333334,0,0,11,7,0.0,24.98506666666667,2,1,27900,641.8711656441717,0.20498427719164194,0.17906648573468648,20,0.460122699386503,0.1111111111111111,31,0.7131901840490797,9,9, , ,16179,243.47576687116563,15035,0.019815281276238456,287,34,23,10,7.384969325153374,3396,3339,57,5239,5134,105,5027,4888,139,95,91,4,139,135,4
764,43753.4894212963,Red,ADC,Viper,Griffin,Garen,Pantheon,Kayle,Renekton,Twisted Fate,Tristana,43.46666666666667,1,8,0,3,19,8,1,0,0,0,0,0,0,12.936066666666667,0.18404907975460122,0.023006134969325152,0.6211656441717791,0,8.7532,4,2,0,0,0,0,0,0,0,0,0,,0,17.417283333333334,0,0,11,7,0.0,24.98506666666667,2,1,17595,404.79294478527606,0.12927234255150322,0.21847333565702334,55,1.2653374233128833,0.3055555555555556,25,0.5751533742331288,4,5, , ,18508,297.0570552147239,16375,-0.11375089992800576,366,2,0,2,8.466257668711656,3378,2995,383,5242,5272,-30,3268,2899,369,91,32,59,146,69,77
765,43753.4894212963,Red,Support,Lehends,Griffin,Yuumi,Pantheon,Kayle,Renekton,Twisted Fate,Tristana,43.46666666666667,1,2,0,14,19,8,0,0,0,0,0,0,0,12.936066666666667,0.046012269938650305,0.023006134969325152,0.6211656441717791,0,8.7532,4,2,0,0,0,0,0,0,0,0,0,,0,17.417283333333334,0,0,11,7,0.0,24.98506666666667,2,1,40495,931.633435582822,0.2975210861962559,0.1703018879417408,58,1.3343558282208587,0.32222222222222224,14,0.3220858895705521,18,18, , ,15661,231.5585889570552,13000,0.10739614994934144,103,4,4,0,2.4616564417177913,2633,3072,-439,4343,4323,20,3246,3304,-58,18,69,-51,35,85,-50
768,43753.53554398148,Blue,Top,3z,Hong Kong Attitude,Gangplank,Elise,Tristana,Akali,LeBlanc,Irelia,30.616666666666667,0,0,3,3,10,14,0,0,0,0,0,0,0,3.1112333333333333,0.0,0.0326619488296135,0.7838867719107241,0,10.91945,1,3,0,0,0,0,0,0,0,0,1,,0,13.79975,0,0,4,11,0.0,26.766933333333334,0,1,11147,364.08274360370166,0.28270352523459297,0.2274247795065872,16,0.522591181273816,0.12598425196850394,5,0.1633097441480675,7,7, , ,11042,229.2516058791508,10208,-0.021992927384585574,233,11,9,0,7.9695155144256935,3123,3584,-461,5180,5399,-219,4736,4480,256,75,85,-10,126,140,-14
769,43753.53554398148,Blue,Jungle,Crash,Hong Kong Attitude,Gragas,Elise,Tristana,Akali,LeBlanc,Irelia,30.616666666666667,0,3,3,4,10,14,0,0,0,0,0,0,0,3.1112333333333333,0.0979858464888405,0.065323897659227,0.7838867719107241,0,10.91945,1,3,0,3,0,0,0,0,0,0,1,,0,13.79975,0,0,4,11,0.0,26.766933333333334,0,1,7370,240.7185628742515,0.18691351762617298,0.16132535820054042,38,1.2411540555253129,0.2992125984251969,10,0.326619488296135,10,12, , ,9002,162.62123026673925,8535,0.05229936880072137,19,114,80,4,4.344039194338595,3342,3361,-19,4873,4909,-36,3340,3532,-192,55,66,-11,86,90,-4
770,43753.53554398148,Blue,Middle,M1ssion,Hong Kong Attitude,Orianna,Elise,Tristana,Akali,LeBlanc,Irelia,30.616666666666667,0,1,2,3,10,14,0,0,0,0,0,0,1,3.1112333333333333,0.0326619488296135,0.195971692977681,0.7838867719107241,0,10.91945,1,3,0,0,0,0,0,0,0,0,1,,0,13.79975,0,0,4,11,0.0,26.766933333333334,0,1,10494,342.7544910179641,0.26614253106771496,0.20150343781794142,13,0.4246053347849755,0.10236220472440945,6,0.195971692977681,5,5, , ,10242,203.12204681545998,10025,-0.2412280701754386,226,16,12,4,7.904191616766466,3071,4409,-1338,4885,7041,-2156,4267,4622,-355,70,91,-21,120,161,-41
771,43753.53554398148,Blue,ADC,Unified,Hong Kong Attitude,Xayah,Elise,Tristana,Akali,LeBlanc,Irelia,30.616666666666667,0,3,3,3,10,14,0,0,0,0,0,0,0,3.1112333333333333,0.0979858464888405,0.1633097441480675,0.7838867719107241,0,10.91945,1,3,1,0,0,0,1,0,0,0,1,,0,13.79975,0,0,4,11,0.0,26.766933333333334,0,1,7830,255.7430593358737,0.19857976160284047,0.28328527084561894,12,0.391943385955362,0.09448818897637795,6,0.195971692977681,4,4, , ,12766,285.56080566140446,12350,0.012219959266802444,239,28,21,0,8.720740337506804,3726,3229,497,5281,5257,24,3282,3597,-315,85,76,9,129,130,-1
772,43753.53554398148,Blue,Support,Kaiwing,Hong Kong Attitude,Thresh,Elise,Tristana,Akali,LeBlanc,Irelia,30.616666666666667,0,3,3,6,10,14,0,0,0,0,0,0,0,3.1112333333333333,0.0979858464888405,0.0,0.7838867719107241,0,10.91945,1,3,0,0,0,0,0,0,0,0,1,,0,13.79975,0,0,4,11,0.0,26.766933333333334,0,1,2589,84.56178551986935,0.06566066446867867,0.12646115362931185,48,1.567773543821448,0.3779527559055118,8,0.261295590636908,12,13, , ,7926,127.47697332607513,7925,0.18998272884283246,9,0,0,0,0.2939575394665215,2674,2007,667,3822,3207,615,2781,2002,779,1,2,-1,3,6,-3
773,43753.53554398148,Red,Top,Wunder,G2 Esports,Vladimir,Pantheon,Qiyana,Kayle,Twisted Fate,Renekton,30.616666666666667,1,1,0,3,14,10,0,0,0,0,0,0,0,3.1112333333333333,0.0326619488296135,0.0,0.7838867719107241,0,10.91945,3,1,0,0,0,0,0,0,0,0,0,,1,13.79975,1,1,11,4,1.0,26.766933333333334,1,0,10799,352.71638541099617,0.2254159099922767,0.20973035822498556,15,0.4899292324442025,0.15306122448979592,5,0.1633097441480675,4,4, , ,12537,278.081219379423,10435,0.021992927384585574,273,8,0,0,9.178007621121393,3584,3123,461,5399,5180,219,4480,4736,-256,85,75,10,140,126,14
774,43753.53554398148,Red,Jungle,Jankos,G2 Esports,Lee Sin,Pantheon,Qiyana,Kayle,Twisted Fate,Renekton,30.616666666666667,1,2,3,7,14,10,0,0,0,0,0,1,0,3.1112333333333333,0.065323897659227,0.0979858464888405,0.7838867719107241,1,10.91945,3,1,3,0,1,1,1,0,0,0,0,,1,13.79975,1,1,11,4,1.0,26.766933333333334,1,0,9558,312.18290691344583,0.19951155363516815,0.16477363984372304,17,0.5552531301034295,0.17346938775510204,12,0.391943385955362,7,7, , ,10712,218.47316276537833,8100,-0.05229936880072137,20,128,83,7,4.833968426782798,3361,3342,19,4909,4873,36,3532,3340,192,66,55,11,90,86,4
775,43753.53554398148,Red,Middle,Caps,G2 Esports,Syndra,Pantheon,Qiyana,Kayle,Twisted Fate,Renekton,30.616666666666667,1,6,2,4,14,10,1,0,0,0,1,0,0,3.1112333333333333,0.195971692977681,0.0326619488296135,0.7838867719107241,0,10.91945,3,1,0,0,0,0,0,0,0,0,0,,1,13.79975,1,1,11,4,1.0,26.766933333333334,1,0,16604,542.3189983669025,0.34658818126787316,0.26084553117902376,10,0.326619488296135,0.10204081632653061,9,0.2939575394665215,3,3, , ,14612,345.854763200871,12775,0.2412280701754386,261,35,20,13,9.667936853565596,4409,3071,1338,7041,4885,2156,4622,4267,355,91,70,21,161,120,41
776,43753.53554398148,Red,ADC,Perkz,G2 Esports,Yasuo,Pantheon,Qiyana,Kayle,Twisted Fate,Renekton,30.616666666666667,1,5,0,3,14,10,1,0,0,0,0,0,0,3.1112333333333333,0.1633097441480675,0.0979858464888405,0.7838867719107241,0,10.91945,3,1,0,1,0,0,0,0,0,0,0,,1,13.79975,1,1,11,4,1.0,26.766933333333334,1,0,7004,228.76428960261296,0.14619992902916065,0.2694920013992008,12,0.391943385955362,0.12244897959183673,12,0.391943385955362,2,2, , ,14963,357.3191072400653,12200,-0.012219959266802444,297,32,19,8,10.74578116494284,3229,3726,-497,5257,5281,-24,3597,3282,315,76,85,-9,130,129,1
777,43753.53554398148,Red,Support,Mikyx,G2 Esports,Rakan,Pantheon,Qiyana,Kayle,Twisted Fate,Renekton,30.616666666666667,1,0,5,9,14,10,0,0,0,0,0,0,0,3.1112333333333333,0.0,0.0979858464888405,0.7838867719107241,0,10.91945,3,1,0,0,0,0,0,0,0,0,0,,1,13.79975,1,1,11,4,1.0,26.766933333333334,1,0,3942,128.7534022863364,0.08228442607552132,0.09515846935306665,44,1.437125748502994,0.4489795918367347,16,0.522591181273816,20,20, , ,7886,126.17049537289058,6550,-0.18998272884283246,18,0,0,0,0.587915078933043,2007,2674,-667,3207,3822,-615,2002,2781,-779,2,1,1,6,3,3
780,43753.40454861111,Blue,Top,GimGoon,Funplus Phoenix,Renekton,Yuumi,Nocturne,Akali,LeBlanc,Leona,23.55,1,3,0,2,19,2,0,0,0,0,0,0,0,3.3581999999999996,0.12738853503184713,0.0,0.8917197452229298,0,10.4054,2,0,0,0,0,0,0,0,0,0,1,,1,12.4596,1,1,10,0,1.0,22.3121,1,0,5309,225.4352441613588,0.11765096952908587,0.19160908758122083,12,0.5095541401273885,0.13953488372093023,4,0.16985138004246284,5,6, , ,9858,284.495966029724,8675,0.029239766081871343,159,20,8,4,7.6008492569002115,3147,3670,-523,6083,5534,549,4333,4905,-572,58,95,-37,106,155,-49
781,43753.40454861111,Blue,Jungle,Tian,Funplus Phoenix,Qiyana,Yuumi,Nocturne,Akali,LeBlanc,Leona,23.55,1,7,1,6,19,2,0,0,0,0,1,0,0,3.3581999999999996,0.29723991507430997,0.08492569002123142,0.8917197452229298,1,10.4054,2,0,2,0,2,0,0,0,0,0,1,,1,12.4596,1,1,10,0,1.0,22.3121,1,0,13006,552.2717622080679,0.28822160664819946,0.22212409627528143,19,0.8067940552016984,0.22093023255813954,9,0.38216560509554137,5,5, , ,10925,329.803821656051,8550,0.28,34,115,47,32,6.3269639065817405,4317,3227,1090,6937,4706,2231,4118,2691,1427,56,48,8,92,78,14
782,43753.40454861111,Blue,Middle,Doinb,Funplus Phoenix,Kayle,Yuumi,Nocturne,Akali,LeBlanc,Leona,23.55,1,5,1,3,19,2,0,0,0,0,0,0,0,3.3581999999999996,0.21231422505307854,0.0,0.8917197452229298,0,10.4054,2,0,0,0,0,0,0,0,0,0,1,,1,12.4596,1,1,10,0,1.0,22.3121,1,0,13153,558.5138004246285,0.2914792243767313,0.255070010066807,12,0.5095541401273885,0.13953488372093023,4,0.16985138004246284,3,3, , ,12077,378.7210191082803,8925,0.24175824175824176,210,20,16,4,9.766454352441613,3778,3002,776,6483,4605,1878,4497,3932,565,83,71,12,145,117,28
783,43753.40454861111,Blue,ADC,Lwx,Funplus Phoenix,Vayne,Yuumi,Nocturne,Akali,LeBlanc,Leona,23.55,1,4,0,5,19,2,1,0,0,0,0,1,0,3.3581999999999996,0.16985138004246284,0.0,0.8917197452229298,0,10.4054,2,0,0,0,0,0,0,0,0,0,1,,1,12.4596,1,1,10,0,1.0,22.3121,1,0,9954,422.6751592356688,0.22058725761772854,0.22738629083920567,10,0.4246284501061571,0.11627906976744186,10,0.4246284501061571,3,3, , ,11109,337.6169851380043,8825,0.38917089678510997,216,1,1,0,9.21443736730361,3244,2985,259,6380,4418,1962,3695,2827,868,77,73,4,138,115,23
784,43753.40454861111,Blue,Support,Crisp,Funplus Phoenix,Nautilus,Yuumi,Nocturne,Akali,LeBlanc,Leona,23.55,1,0,0,9,19,2,0,0,0,0,0,1,0,3.3581999999999996,0.0,0.0,0.8917197452229298,0,10.4054,2,0,0,0,0,0,0,0,0,0,1,,1,12.4596,1,1,10,0,1.0,22.3121,1,0,3703,157.23991507430998,0.08206094182825485,0.10381051523748512,33,1.4012738853503184,0.38372093023255816,11,0.46709129511677283,10,10, , ,6788,154.13503184713375,4900,0.07407407407407407,53,0,0,0,2.2505307855626326,2233,1984,249,3832,2950,882,2102,2500,-398,13,13,0,29,21,8
785,43753.40454861111,Red,Top,Zeros,GAM Esports,Kennen,Pantheon,Xayah,Ryze,Lucian,Ezreal,23.55,0,0,4,1,2,19,0,0,0,0,0,0,0,3.3581999999999996,0.0,0.12738853503184713,0.8917197452229298,0,10.4054,0,2,0,0,0,0,0,0,0,0,0,,0,12.4596,0,0,0,10,0.0,22.3121,0,1,7642,324.50106157112526,0.2700448779108802,0.286412002887724,14,0.5944798301486199,0.18181818181818182,3,0.12738853503184713,3,3, , ,8633,232.47898089171974,8425,-0.029239766081871343,227,4,1,0,9.80891719745223,3670,3147,523,5534,6083,-549,4905,4333,572,95,58,37,155,106,49
786,43753.40454861111,Red,Jungle,Levi,GAM Esports,Lee Sin,Pantheon,Xayah,Ryze,Lucian,Ezreal,23.55,0,2,5,0,2,19,0,0,0,0,0,0,0,3.3581999999999996,0.08492569002123142,0.29723991507430997,0.8917197452229298,0,10.4054,0,2,0,2,0,0,0,0,0,0,0,,0,12.4596,0,0,0,10,0.0,22.3121,0,1,5763,244.71337579617833,0.20364677197074102,0.196065999142053,16,0.6794055201698513,0.2077922077922078,6,0.25477707006369427,7,9, , ,6906,159.1456475583864,6450,-0.28,10,90,58,13,4.246284501061571,3227,4317,-1090,4706,6937,-2231,2691,4118,-1427,48,56,-8,78,92,-14
787,43753.40454861111,Red,Middle,Kiaya,GAM Esports,Jayce,Pantheon,Xayah,Ryze,Lucian,Ezreal,23.55,0,0,2,2,2,19,0,0,0,0,0,0,0,3.3581999999999996,0.0,0.21231422505307854,0.8917197452229298,0,10.4054,0,2,0,0,0,0,0,0,0,0,0,,0,12.4596,0,0,0,10,0.0,22.3121,0,1,9312,395.4140127388535,0.3290575638715149,0.24231143475940864,12,0.5095541401273885,0.15584415584415584,8,0.33970276008492567,5,6, , ,7790,196.6828025477707,7000,-0.24175824175824176,206,8,8,0,9.087048832271762,3002,3778,-776,4605,6483,-1878,3932,4497,-565,71,83,-12,117,145,-28
788,43753.40454861111,Red,ADC,Zin,GAM Esports,Kai'Sa,Pantheon,Xayah,Ryze,Lucian,Ezreal,23.55,0,0,2,0,2,19,0,0,0,0,0,0,0,3.3581999999999996,0.0,0.16985138004246284,0.8917197452229298,0,10.4054,0,2,0,0,0,0,0,0,0,0,0,,0,12.4596,0,0,0,10,0.0,22.3121,0,1,3309,140.5095541401274,0.11692992685253896,0.19167163648158028,10,0.4246284501061571,0.12987012987012986,7,0.29723991507430997,3,3, , ,6822,155.57876857749469,5950,-0.38917089678510997,170,0,0,0,7.218683651804671,2985,3244,-259,4418,6380,-1962,2827,3695,-868,73,77,-4,115,138,-23
789,43753.40454861111,Red,Support,Slay,GAM Esports,Galio,Pantheon,Xayah,Ryze,Lucian,Ezreal,23.55,0,0,6,0,2,19,0,0,0,0,0,0,1,3.3581999999999996,0.0,0.0,0.8917197452229298,0,10.4054,0,2,0,0,0,0,0,0,0,0,0,,0,12.4596,0,0,0,10,0.0,22.3121,0,1,2273,96.51804670912951,0.08032085939432489,0.08353892672923402,25,1.0615711252653928,0.3246753246753247,10,0.4246284501061571,8,10, , ,4755,67.80806794055202,4550,-0.07407407407407407,42,0,0,0,1.78343949044586,1984,2233,-249,2950,3832,-882,2500,2102,398,13,13,0,21,29,-8
792,43755.28770833334,Blue,Top,Zeros,GAM Esports,Renekton,Xayah,Ryze,Kayle,Syndra,LeBlanc,28.65,0,0,4,5,6,20,0,0,0,0,0,0,0,8.024183333333333,0.0,0.06980802792321117,0.9075043630017452,0,10.977283333333332,0,3,0,0,0,0,0,0,0,0,1,,0,11.895466666666666,0,0,2,7,0.0,26.783416666666668,0,1,7482,261.151832460733,0.1992702479558953,0.23896848959453837,11,0.38394415357766143,0.13253012048192772,11,0.38394415357766143,4,5, , ,10447,232.62268760907503,9635,-0.15315315315315314,256,15,1,4,9.458987783595113,3606,3293,313,5430,5416,14,4667,4441,226,93,71,22,139,116,23
793,43755.28770833334,Blue,Jungle,Levi,GAM Esports,Nocturne,Xayah,Ryze,Kayle,Syndra,LeBlanc,28.65,0,0,5,5,6,20,0,0,0,0,0,0,0,8.024183333333333,0.0,0.17452006980802792,0.9075043630017452,0,10.977283333333332,0,3,0,3,0,0,0,0,0,0,1,,0,11.895466666666666,0,0,2,7,0.0,26.783416666666668,0,1,6739,235.21815008726006,0.17948171624896797,0.19421998479698233,10,0.34904013961605584,0.12048192771084337,9,0.31413612565445026,8,10, , ,9199,189.06247818499125,8425,-0.16847826086956522,19,157,118,4,6.143106457242583,3454,3493,-39,5389,5761,-372,3765,3903,-138,65,65,0,105,108,-3
794,43755.28770833334,Blue,Middle,Kiaya,GAM Esports,Kled,Xayah,Ryze,Kayle,Syndra,LeBlanc,28.65,0,4,3,2,6,20,0,0,0,0,0,0,0,8.024183333333333,0.13961605584642234,0.10471204188481675,0.9075043630017452,0,10.977283333333332,0,3,0,0,0,0,0,0,0,0,1,,0,11.895466666666666,0,0,2,7,0.0,26.783416666666668,0,1,9909,345.86387434554973,0.2639092337603537,0.26521520875464333,14,0.4886561954624782,0.1686746987951807,9,0.31413612565445026,6,7, , ,11179,258.17242582897035,11450,-0.0004365858982754857,229,0,0,0,7.993019197207679,4099,3639,460,6450,5729,721,5003,4623,380,82,80,2,127,124,3
795,43755.28770833334,Blue,ADC,Zin,GAM Esports,Heimerdinger,Xayah,Ryze,Kayle,Syndra,LeBlanc,28.65,0,1,2,2,6,20,0,0,0,0,0,0,0,8.024183333333333,0.034904013961605584,0.2094240837696335,0.9075043630017452,0,10.977283333333332,0,3,0,0,0,0,0,0,0,0,1,,0,11.895466666666666,0,0,2,7,0.0,26.783416666666668,0,1,11875,414.48516579406635,0.31627027458918155,0.20874173515195843,13,0.4537521815008726,0.1566265060240964,0,0.0,6,6, , ,9604,203.19860383944152,9350,-0.37037037037037035,217,2,1,0,7.643979057591624,3575,3897,-322,5287,6949,-1662,3522,3708,-186,73,97,-24,123,166,-43
796,43755.28770833334,Blue,Support,Slay,GAM Esports,Shen,Xayah,Ryze,Kayle,Syndra,LeBlanc,28.65,0,1,6,2,6,20,0,0,0,0,0,0,1,8.024183333333333,0.034904013961605584,0.13961605584642234,0.9075043630017452,0,10.977283333333332,0,3,0,0,0,0,0,0,0,0,1,,0,11.895466666666666,0,0,2,7,0.0,26.783416666666668,0,1,1542,53.82198952879581,0.041068527445601515,0.09285458170187742,35,1.2216404886561956,0.42168674698795183,19,0.6631762652705061,8,9, , ,6372,90.38883071553228,6025,-0.22140221402214022,63,0,0,0,2.198952879581152,1984,2592,-608,3271,4298,-1027,2501,2767,-266,15,13,2,24,32,-8
797,43755.28770833334,Red,Top,GimGoon,Funplus Phoenix,Gangplank,Pantheon,Akali,Yuumi,Elise,Karthus,28.65,1,2,2,11,20,6,0,0,0,0,0,1,0,8.024183333333333,0.06980802792321117,0.0,0.9075043630017452,0,10.977283333333332,3,0,0,0,0,0,0,0,0,0,0,,1,11.895466666666666,1,1,7,2,1.0,26.783416666666668,1,0,19140,668.062827225131,0.2938692788380341,0.2170648966105517,13,0.4537521815008726,0.10569105691056911,4,0.13961605584642234,4,4, , ,12638,309.09738219895286,11233,0.15315315315315314,238,6,5,0,8.516579406631763,3293,3606,-313,5416,5430,-14,4441,4667,-226,71,93,-22,116,139,-23
798,43755.28770833334,Red,Jungle,Tian,Funplus Phoenix,Gragas,Pantheon,Akali,Yuumi,Elise,Karthus,28.65,1,5,1,6,20,6,0,0,0,0,0,0,0,8.024183333333333,0.17452006980802792,0.0,0.9075043630017452,1,10.977283333333332,3,0,3,0,1,1,0,1,0,0,0,,1,11.895466666666666,1,1,7,2,1.0,26.783416666666668,1,0,10717,374.06631762652705,0.16454530100873624,0.17480709460453167,33,1.1518324607329844,0.2682926829268293,9,0.31413612565445026,15,15, , ,10914,248.92286212914485,9975,0.16847826086956522,41,134,93,4,6.1082024432809785,3493,3454,39,5761,5389,372,3903,3765,138,65,65,0,108,105,3
799,43755.28770833334,Red,Middle,Doinb,Funplus Phoenix,Malphite,Pantheon,Akali,Yuumi,Elise,Karthus,28.65,1,3,1,9,20,6,1,0,0,0,1,0,0,8.024183333333333,0.10471204188481675,0.13961605584642234,0.9075043630017452,0,10.977283333333332,3,0,0,0,0,0,0,0,0,0,0,,1,11.895466666666666,1,1,7,2,1.0,26.783416666666668,1,0,11187,390.4712041884817,0.17176152676912684,0.20473561911111546,16,0.5584642233856894,0.13008130081300814,3,0.10471204188481675,5,5, , ,12135,291.54066317626524,11455,0.0004365858982754857,233,12,9,0,8.551483420593367,3639,4099,-460,5729,6450,-721,4623,5003,-380,80,82,-2,124,127,-3
800,43755.28770833334,Red,ADC,Lwx,Funplus Phoenix,Kai'Sa,Pantheon,Akali,Yuumi,Elise,Karthus,28.65,1,6,1,7,20,6,0,0,0,0,0,1,0,8.024183333333333,0.2094240837696335,0.034904013961605584,0.9075043630017452,0,10.977283333333332,3,0,0,0,0,0,0,0,0,0,0,,1,11.895466666666666,1,1,7,2,1.0,26.783416666666668,1,0,18465,644.5026178010471,0.28350555035236674,0.28226544958967775,10,0.34904013961605584,0.08130081300813008,10,0.34904013961605584,4,4, , ,15298,401.9420593368237,13600,0.37037037037037035,272,29,26,0,10.506108202443281,3897,3575,322,6949,5287,1662,3708,3522,186,97,73,24,166,123,43
